Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides std00	Peptides std01	Peptides std02	Peptides std03	Peptides std04	Peptides std05	Peptides std06	Peptides std07	Peptides std08	Peptides std09	Peptides std10	Peptides std11	Razor + unique peptides std00	Razor + unique peptides std01	Razor + unique peptides std02	Razor + unique peptides std03	Razor + unique peptides std04	Razor + unique peptides std05	Razor + unique peptides std06	Razor + unique peptides std07	Razor + unique peptides std08	Razor + unique peptides std09	Razor + unique peptides std10	Razor + unique peptides std11	Unique peptides std00	Unique peptides std01	Unique peptides std02	Unique peptides std03	Unique peptides std04	Unique peptides std05	Unique peptides std06	Unique peptides std07	Unique peptides std08	Unique peptides std09	Unique peptides std10	Unique peptides std11	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Sequence coverage std00 [%]	Sequence coverage std01 [%]	Sequence coverage std02 [%]	Sequence coverage std03 [%]	Sequence coverage std04 [%]	Sequence coverage std05 [%]	Sequence coverage std06 [%]	Sequence coverage std07 [%]	Sequence coverage std08 [%]	Sequence coverage std09 [%]	Sequence coverage std10 [%]	Sequence coverage std11 [%]	Intensity	Intensity std00	Intensity std01	Intensity std02	Intensity std03	Intensity std04	Intensity std05	Intensity std06	Intensity std07	Intensity std08	Intensity std09	Intensity std10	Intensity std11	iBAQ	iBAQ std00	iBAQ std01	iBAQ std02	iBAQ std03	iBAQ std04	iBAQ std05	iBAQ std06	iBAQ std07	iBAQ std08	iBAQ std09	iBAQ std10	iBAQ std11	LFQ intensity std00	LFQ intensity std01	LFQ intensity std02	LFQ intensity std03	LFQ intensity std04	LFQ intensity std05	LFQ intensity std06	LFQ intensity std07	LFQ intensity std08	LFQ intensity std09	LFQ intensity std10	LFQ intensity std11	MS/MS Count std00	MS/MS Count std01	MS/MS Count std02	MS/MS Count std03	MS/MS Count std04	MS/MS Count std05	MS/MS Count std06	MS/MS Count std07	MS/MS Count std08	MS/MS Count std09	MS/MS Count std10	MS/MS Count std11	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Deamidation (NQ) site IDs	Oxidation (M) site IDs	Deamidation (NQ) site positions	Oxidation (M) site positions
P26038	P26038	1	1	1	Moesin	MSN	>sp|P26038|MOES_HUMAN Moesin OS=Homo sapiens GN=MSN PE=1 SV=3	1	1	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	4.5	4.5	4.5	67.819	577	577	0	9.2078	0	0	0	0	4.5	0	4.5	0	4.5	0	0	0	957990	0	0	0	0	406420	0	358270	0	193300	0	0	0	29030	0	0	0	0	12316	0	10857	0	5857.5	0	0	0	0	0	0	0	0	0	0	0	66583	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	3				199	141	True	151	654;655;656	728;729;730	729				
P26641;P26641-2	P26641;P26641-2	2;2	2;2	2;2	Elongation factor 1-gamma	EEF1G	>sp|P26641|EF1G_HUMAN Elongation factor 1-gamma OS=Homo sapiens GN=EEF1G PE=1 SV=3;>sp|P26641-2|EF1G_HUMAN Isoform 2 of Elongation factor 1-gamma OS=Homo sapiens GN=EEF1G	2	2	2	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	7.8	7.8	7.8	50.118	437	437;487	0	15.639	0	0	0	0	7.8	0	6.4	0	0	0	0	0	3201400	0	0	0	0	2722300	0	479080	0	0	0	0	0	133390	0	0	0	0	113430	0	19962	0	0	0	0	0	0	0	0	0	671200	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	3				200	401;681	True;True	439;754	1749;2852;2853	2186;3479;3480	2186;3480				
P27348	P27348	1	1	1	14-3-3 protein theta	YWHAQ	>sp|P27348|1433T_HUMAN 14-3-3 protein theta OS=Homo sapiens GN=YWHAQ PE=1 SV=1	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	9.4	9.4	9.4	27.764	245	245	0.010101	6.137	0	0	0	0	9.4	0	9.4	0	0	0	0	0	2096700	0	0	0	0	536060	0	1560600	0	0	0	0	0	149760	0	0	0	0	38290	0	111470	0	0	0	0	0	0	0	0	0	0	0	357630	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	3				201	110	True	119	523;524;525	592;593;594	593				
P27797;K7EL50;K7EJB9	P27797;K7EL50;K7EJB9	2;1;1	2;1;1	2;1;1	Calreticulin	CALR	>sp|P27797|CALR_HUMAN Calreticulin OS=Homo sapiens GN=CALR PE=1 SV=1;>tr|K7EL50|K7EL50_HUMAN Calreticulin (Fragment) OS=Homo sapiens GN=CALR PE=1 SV=1;>tr|K7EJB9|K7EJB9_HUMAN Calreticulin (Fragment) OS=Homo sapiens GN=CALR PE=1 SV=1	3	2	2	2	0	0	0	0	1	1	2	1	1	1	0	0	0	0	0	0	1	1	2	1	1	1	0	0	0	0	0	0	1	1	2	1	1	1	0	0	12.2	12.2	12.2	48.141	417	417;163;247	0	170.17	0	0	0	0	7	7	12.2	7	7	7	0	0	12329000	0	0	0	0	4615800	699510	5829700	573690	499990	109880	0	0	587070	0	0	0	0	219800	33310	277600	27319	23809	5232.6	0	0	0	0	0	0	0	0	1335900	0	0	0	0	0	0	0	0	0	1	1	2	1	1	1	0	0	7				202	279;575	True;True	308;633	1280;2355;2356;2357;2358;2359;2360	1580;2925;2926;2927;2928;2929;2930	1580;2927				
P30154;P30154-3;P30154-2;H0YDG7;P30154-5;P30154-4	P30154;P30154-3;P30154-2;H0YDG7;P30154-5;P30154-4	2;2;2;1;1;1	2;2;2;1;1;1	2;2;2;1;1;1	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform	PPP2R1B	>sp|P30154|2AAB_HUMAN Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform OS=Homo sapiens GN=PPP2R1B PE=1 SV=3;>sp|P30154-3|2AAB_HUMAN Isoform 3 of Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isofor	6	2	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6.3	6.3	6.3	66.213	601	601;603;667;224;474;556	0	11.259	0	0	0	0	6.3	0	0	0	0	0	0	0	1425500	0	0	0	0	1425500	0	0	0	0	0	0	0	47516	0	0	0	0	47516	0	0	0	0	0	0	0	0	0	0	0	351460	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2				203	158;530	True;True	172;585	719;2204	794;2742	794;2742	243	84	384	192
P31146;H3BNA2;H3BU76;H3BSL1;H3BTU6;H3BRJ0;H3BRY3	P31146;H3BNA2;H3BU76;H3BSL1;H3BTU6;H3BRJ0;H3BRY3	2;1;1;1;1;1;1	2;1;1;1;1;1;1	2;1;1;1;1;1;1	Coronin-1A;Coronin	CORO1A	>sp|P31146|COR1A_HUMAN Coronin-1A OS=Homo sapiens GN=CORO1A PE=1 SV=4;>tr|H3BNA2|H3BNA2_HUMAN Coronin (Fragment) OS=Homo sapiens GN=CORO1A PE=1 SV=1;>tr|H3BU76|H3BU76_HUMAN Coronin (Fragment) OS=Homo sapiens GN=CORO1A PE=1 SV=1;>tr|H3BSL1|H3BSL1_HUMAN Coro	7	2	2	2	0	0	0	0	1	0	2	0	1	1	0	0	0	0	0	0	1	0	2	0	1	1	0	0	0	0	0	0	1	0	2	0	1	1	0	0	11.7	11.7	11.7	51.026	461	461;148;165;218;246;249;389	0	30.553	0	0	0	0	6.3	0	11.7	0	6.3	6.3	0	0	5718400	0	0	0	0	1967200	0	2249500	0	1144300	357450	0	0	300970	0	0	0	0	103540	0	118390	0	60225	18813	0	0	0	0	0	0	0	0	515480	0	0	0	0	0	0	0	0	0	1	0	2	0	1	1	0	0	5				204	8;415	True;True	8;455	22;1793;1794;1795;1796	24;2260;2261;2262;2263	24;2260				
Q5SX91;Q5SX87;P50395-2;P50395;P31150	Q5SX91;Q5SX87;P50395-2;P50395;P31150	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	Rab GDP dissociation inhibitor beta;Rab GDP dissociation inhibitor alpha	GDI2;GDI1	>tr|Q5SX91|Q5SX91_HUMAN Rab GDP dissociation inhibitor (Fragment) OS=Homo sapiens GN=GDI2 PE=1 SV=1;>tr|Q5SX87|Q5SX87_HUMAN Rab GDP dissociation inhibitor (Fragment) OS=Homo sapiens GN=GDI2 PE=1 SV=1;>sp|P50395-2|GDIB_HUMAN Isoform 2 of Rab GDP dissociatio	5	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9.4	9.4	9.4	23.115	203	203;263;400;445;447	0	6.754	0	0	0	0	9.4	0	0	0	0	0	0	0	148340	0	0	0	0	148340	0	0	0	0	0	0	0	12362	0	0	0	0	12362	0	0	0	0	0	0	0	0	0	0	0	36574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				205	592	True	651	2429	3017	3017				
P31946-2;P31946	P31946-2;P31946	1;1	1;1	1;1	14-3-3 protein beta/alpha;14-3-3 protein beta/alpha, N-terminally processed	YWHAB	>sp|P31946-2|1433B_HUMAN Isoform Short of 14-3-3 protein beta/alpha OS=Homo sapiens GN=YWHAB;>sp|P31946|1433B_HUMAN 14-3-3 protein beta/alpha OS=Homo sapiens GN=YWHAB PE=1 SV=3	2	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	9	9	9	27.85	244	244;246	0	7.8102	0	0	0	0	9	0	9	0	0	0	0	0	993300	0	0	0	0	481840	0	511460	0	0	0	0	0	70950	0	0	0	0	34417	0	36533	0	0	0	0	0	0	0	0	0	0	0	117210	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2				206	112	True	121	538;539	607;608	608				
P35573-2;P35573-3;P35573	P35573-2;P35573-3;P35573	1;1;1	1;1;1	1;1;1	Glycogen debranching enzyme;4-alpha-glucanotransferase;Amylo-alpha-1,6-glucosidase	AGL	>sp|P35573-2|GDE_HUMAN Isoform 5 of Glycogen debranching enzyme OS=Homo sapiens GN=AGL;>sp|P35573-3|GDE_HUMAN Isoform 6 of Glycogen debranching enzyme OS=Homo sapiens GN=AGL;>sp|P35573|GDE_HUMAN Glycogen debranching enzyme OS=Homo sapiens GN=AGL PE=1 SV=3	3	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1.3	1.3	1.3	172.62	1515	1515;1516;1532	1	-2	0	0	0	0	1.3	0	0	0	0	0	0	0	113760	0	0	0	0	113760	0	0	0	0	0	0	0	1236.5	0	0	0	0	1236.5	0	0	0	0	0	0	0	0	0	0	0	28048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			207	212	True	233	969	1107	1107	244;245		702;707	
P35579;P35579-2;B1AH99;Q5BKV1;M0QY43;Q7Z406-5;Q7Z406-4;P35749-4;P35749-3;P35749;P35749-2;Q7Z406;Q7Z406-6;Q7Z406-2	P35579;P35579-2	22;16;1;1;1;1;1;1;1;1;1;1;1;1	22;16;1;1;1;1;1;1;1;1;1;1;1;1	22;16;1;1;1;1;1;1;1;1;1;1;1;1	Myosin-9	MYH9	>sp|P35579|MYH9_HUMAN Myosin-9 OS=Homo sapiens GN=MYH9 PE=1 SV=4;>sp|P35579-2|MYH9_HUMAN Isoform 2 of Myosin-9 OS=Homo sapiens GN=MYH9	14	22	22	22	0	1	0	0	13	8	15	2	12	10	4	5	0	1	0	0	13	8	15	2	12	10	4	5	0	1	0	0	13	8	15	2	12	10	4	5	17.5	17.5	17.5	226.53	1960	1960;1382;103;218;1002;1478;1779;1938;1945;1972;1979;1995;2003;2036	0	323.31	0	1.2	0	0	12.4	6.7	12.1	1.6	9.4	9.6	4	5.3	127600000	0	110950	0	0	41223000	6545600	29431000	1789600	26498000	14202000	3280800	4516700	1226900	0	1066.8	0	0	396370	62939	282990	17208	254790	136560	31546	43430	0	0	0	0	9237000	5951500	6816400	1973900	8160300	8658200	3428500	4324800	0	1	0	0	16	11	18	2	14	14	4	7	87				208	35;53;93;94;119;193;263;264;265;314;345;353;354;356;372;376;517;554;585;610;689;719	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	38;56;101;102;129;210;211;289;290;291;345;346;380;388;389;391;408;412;572;612;643;644;672;762;797	152;217;442;443;444;445;446;447;448;449;450;451;452;564;837;838;839;840;841;1164;1165;1166;1167;1168;1169;1170;1171;1172;1173;1398;1399;1400;1401;1402;1403;1404;1405;1406;1560;1583;1584;1585;1586;1587;1588;1589;1590;1591;1592;1593;1595;1596;1597;1598;1599;1600;1601;1602;1645;1659;1660;2170;2171;2172;2173;2174;2175;2176;2177;2178;2179;2180;2181;2280;2281;2413;2414;2415;2416;2417;2510;2511;2869;3055;3056;3057	195;265;509;510;511;512;513;514;515;516;517;518;519;633;916;917;918;919;920;1390;1391;1392;1393;1394;1395;1396;1397;1398;1399;1704;1705;1706;1707;1708;1709;1710;1711;1712;1977;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2012;2013;2014;2015;2016;2017;2018;2019;2078;2093;2094;2706;2707;2708;2709;2710;2711;2712;2713;2714;2715;2716;2717;2718;2719;2850;2851;3001;3002;3003;3004;3005;3103;3104;3496;3717;3718;3719	195;265;510;514;633;919;1396;1397;1399;1705;1977;2000;2006;2017;2078;2094;2714;2851;3001;3104;3496;3718	85;246;247;248	85;86;87	305;320;875;877	627;879;1682
P35580;P35580-5;P35580-2;P35580-3;P35580-4	P35580;P35580-5;P35580-2;P35580-3;P35580-4	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	Myosin-10	MYH10	>sp|P35580|MYH10_HUMAN Myosin-10 OS=Homo sapiens GN=MYH10 PE=1 SV=3;>sp|P35580-5|MYH10_HUMAN Isoform 5 of Myosin-10 OS=Homo sapiens GN=MYH10;>sp|P35580-2|MYH10_HUMAN Isoform 2 of Myosin-10 OS=Homo sapiens GN=MYH10;>sp|P35580-3|MYH10_HUMAN Isoform 3 of Myos	5	1	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0.7	0.7	0.7	229	1976	1976;1985;1992;1997;2007	0	6.9103	0	0	0	0	0.7	0	0.7	0	0.7	0	0	0	1301100	0	0	0	0	489540	0	399170	0	412410	0	0	0	12756	0	0	0	0	4799.4	0	3913.4	0	4043.3	0	0	0	0	0	0	0	0	0	0	0	142060	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	4				209	677	True	749	2838;2839;2840;2841	3465;3466;3467;3468	3467				
P36542	P36542	1	1	1	ATP synthase subunit gamma, mitochondrial	ATP5C1	>sp|P36542|ATPG_HUMAN ATP synthase subunit gamma, mitochondrial OS=Homo sapiens GN=ATP5C1 PE=1 SV=1	1	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	4.4	4.4	4.4	32.996	298	298	0	6.6854	0	0	0	0	4.4	0	0	0	4.4	0	0	0	344240	0	0	0	0	192050	0	0	0	152190	0	0	0	26480	0	0	0	0	14773	0	0	0	11707	0	0	0	0	0	0	0	0	0	0	0	52423	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2				210	148	True	158	669;670	743;744	744				
P36959	P36959	1	1	1	GMP reductase 1	GMPR	>sp|P36959|GMPR1_HUMAN GMP reductase 1 OS=Homo sapiens GN=GMPR PE=1 SV=1	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	5.5	5.5	5.5	37.418	345	345	0	10.803	0	0	0	0	5.5	0	5.5	0	0	0	0	0	1347800	0	0	0	0	848770	0	499040	0	0	0	0	0	84238	0	0	0	0	53048	0	31190	0	0	0	0	0	0	0	0	0	0	0	114360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				211	187	True	203	813;814	890;891	890				
X6RJP6;P37802;P37802-2	X6RJP6;P37802;P37802-2	4;4;4	4;4;4	4;4;4	Transgelin-2	TAGLN2	>tr|X6RJP6|X6RJP6_HUMAN Transgelin-2 (Fragment) OS=Homo sapiens GN=TAGLN2 PE=1 SV=1;>sp|P37802|TAGL2_HUMAN Transgelin-2 OS=Homo sapiens GN=TAGLN2 PE=1 SV=3;>sp|P37802-2|TAGL2_HUMAN Isoform 2 of Transgelin-2 OS=Homo sapiens GN=TAGLN2	3	4	4	4	0	0	0	0	3	1	3	1	2	1	0	0	0	0	0	0	3	1	3	1	2	1	0	0	0	0	0	0	3	1	3	1	2	1	0	0	28.9	28.9	28.9	21.086	187	187;199;220	0	185.71	0	0	0	0	23	7.5	23	7.5	21.4	9.6	0	0	9553800	0	0	0	0	2863000	330020	3803700	257000	1889900	410170	0	0	796150	0	0	0	0	238590	27501	316970	21417	157490	34181	0	0	0	0	0	0	677610	0	772050	0	739830	0	0	0	0	0	0	0	3	1	5	2	3	1	0	0	15				212	469;470;522;711	True;True;True;True	520;521;577;788	1991;1992;1993;1994;2188;2189;2190;2191;2192;2962;2963;2964;2965;2966;2967;2968	2471;2472;2473;2474;2726;2727;2728;2729;2730;3598;3599;3600;3601;3602;3603;3604	2473;2474;2726;3601				
P40197	P40197	1	1	1	Platelet glycoprotein V	GP5	>sp|P40197|GPV_HUMAN Platelet glycoprotein V OS=Homo sapiens GN=GP5 PE=1 SV=1	1	1	1	1	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	1	1	1	0	1	1	0	0	2.7	2.7	2.7	60.958	560	560	0	16.869	0	0	0	0	2.7	2.7	2.7	0	2.7	2.7	0	0	2911100	0	0	0	0	1355100	110780	809140	0	319190	316930	0	0	126570	0	0	0	0	58916	4816.5	35180	0	13878	13780	0	0	0	0	0	0	0	0	0	0	0	203680	0	0	0	0	0	0	1	1	1	0	1	1	0	0	5				213	459	True	509	1958;1959;1960;1961;1962	2438;2439;2440;2441;2442	2438				
P40227;P40227-2	P40227;P40227-2	2;1	2;1	2;1	T-complex protein 1 subunit zeta	CCT6A	>sp|P40227|TCPZ_HUMAN T-complex protein 1 subunit zeta OS=Homo sapiens GN=CCT6A PE=1 SV=3;>sp|P40227-2|TCPZ_HUMAN Isoform 2 of T-complex protein 1 subunit zeta OS=Homo sapiens GN=CCT6A	2	2	2	2	0	0	0	0	2	0	2	0	2	1	0	0	0	0	0	0	2	0	2	0	2	1	0	0	0	0	0	0	2	0	2	0	2	1	0	0	7.9	7.9	7.9	58.024	531	531;486	0	46.934	0	0	0	0	7.9	0	7.9	0	7.9	4.7	0	0	5661600	0	0	0	0	1831200	0	2438000	0	1030700	361800	0	0	217760	0	0	0	0	70430	0	93768	0	39642	13915	0	0	0	0	0	0	410460	0	537480	0	417260	0	0	0	0	0	0	0	3	0	3	0	2	1	0	0	9				214	57;655	True;True	60;724	238;239;240;241;242;2727;2728;2729;2730	287;288;289;290;291;3347;3348;3349;3350	289;3348				
P41250	P41250	1	1	1	Glycine--tRNA ligase	GARS	>sp|P41250|SYG_HUMAN Glycine--tRNA ligase OS=Homo sapiens GN=GARS PE=1 SV=3	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1.8	1.8	1.8	83.165	739	739	0.01	6.1364	0	0	0	0	1.8	0	0	0	0	0	0	0	409910	0	0	0	0	409910	0	0	0	0	0	0	0	10248	0	0	0	0	10248	0	0	0	0	0	0	0	0	0	0	0	101070	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1				215	609	True	671	2509	3102	3102				
P46939-4;P46939;P46939-2	P46939-4;P46939;P46939-2	1;1;1	1;1;1	1;1;1	Utrophin	UTRN	>sp|P46939-4|UTRO_HUMAN Isoform Up140 of Utrophin OS=Homo sapiens GN=UTRN;>sp|P46939|UTRO_HUMAN Utrophin OS=Homo sapiens GN=UTRN PE=1 SV=2;>sp|P46939-2|UTRO_HUMAN Isoform 2 of Utrophin OS=Homo sapiens GN=UTRN	3	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.6	0.6	0.6	155.02	1347	1347;3433;3438	1	-2	0	0	0	0	0	0	0	0	0.6	0	0	0	646360	0	0	0	0	0	0	0	0	646360	0	0	0	9505.3	0	0	0	0	0	0	0	0	9505.3	0	0	0	0	0	0	0	0	0	0	0	222650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			216	138	True	148	637	709	709		88		266
P47755	P47755	1	1	1	F-actin-capping protein subunit alpha-2	CAPZA2	>sp|P47755|CAZA2_HUMAN F-actin-capping protein subunit alpha-2 OS=Homo sapiens GN=CAPZA2 PE=1 SV=3	1	1	1	1	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	1	1	1	0	1	1	0	0	9.1	9.1	9.1	32.949	286	286	0	23.809	0	0	0	0	9.1	9.1	9.1	0	9.1	9.1	0	0	2431500	0	0	0	0	817350	255590	712420	0	423610	222490	0	0	187030	0	0	0	0	62873	19661	54801	0	32586	17115	0	0	0	0	0	0	0	0	0	0	0	142990	0	0	0	0	0	0	1	1	1	0	1	1	0	0	5				217	383	True	419	1681;1682;1683;1684;1685	2116;2117;2118;2119;2120	2118				
P48147	P48147	1	1	1	Prolyl endopeptidase	PREP	>sp|P48147|PPCE_HUMAN Prolyl endopeptidase OS=Homo sapiens GN=PREP PE=1 SV=2	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3.1	3.1	3.1	80.699	710	710	0	12.114	0	0	0	0	3.1	0	3.1	0	0	0	0	0	1815100	0	0	0	0	935590	0	879460	0	0	0	0	0	38618	0	0	0	0	19906	0	18712	0	0	0	0	0	0	0	0	0	0	0	201530	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2				218	311	True	342	1393;1394	1699;1700	1699				
P49588;P49588-2	P49588;P49588-2	1;1	1;1	1;1	Alanine--tRNA ligase, cytoplasmic	AARS	>sp|P49588|SYAC_HUMAN Alanine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=AARS PE=1 SV=2;>sp|P49588-2|SYAC_HUMAN Isoform 2 of Alanine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=AARS	2	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	2	106.81	968	968;992	0.010256	6.1451	0	0	0	0	2	0	0	0	0	0	0	0	165260	0	0	0	0	165260	0	0	0	0	0	0	0	3240.3	0	0	0	0	3240.3	0	0	0	0	0	0	0	0	0	0	0	40745	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1				219	491	True	546	2121	2657	2657				
P50991-2;P50991	P50991-2;P50991	2;2	2;2	2;2	T-complex protein 1 subunit delta	CCT4	>sp|P50991-2|TCPD_HUMAN Isoform 2 of T-complex protein 1 subunit delta OS=Homo sapiens GN=CCT4;>sp|P50991|TCPD_HUMAN T-complex protein 1 subunit delta OS=Homo sapiens GN=CCT4 PE=1 SV=4	2	2	2	2	0	0	0	0	2	0	2	0	1	1	0	0	0	0	0	0	2	0	2	0	1	1	0	0	0	0	0	0	2	0	2	0	1	1	0	0	8.8	8.8	8.8	54.719	509	509;539	0	52.403	0	0	0	0	8.8	0	8.8	0	5.1	5.1	0	0	5484500	0	0	0	0	1863300	0	2580800	0	800200	240230	0	0	176920	0	0	0	0	60106	0	83252	0	25813	7749.2	0	0	0	0	0	0	0	0	591410	0	0	0	0	0	0	0	0	0	2	0	1	0	1	1	0	0	5				220	55;291	True;True	58;320	232;233;234;235;1319;1320	280;281;282;283;284;1619;1620	280;1619				
P51168-2	P51168-2	1	1	1			>sp|P51168-2|SCNNB_HUMAN Isoform 2 of Amiloride-sensitive sodium channel subunit beta OS=Homo sapiens GN=SCNN1B	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1.8	1.8	1.8	77.702	685	685	1	-2	0	0	0	0	0	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	+			221	433	True	476	1867	2336	2336	86	89	6	1
P51587	P51587	1	1	1	Breast cancer type 2 susceptibility protein	BRCA2	>sp|P51587|BRCA2_HUMAN Breast cancer type 2 susceptibility protein OS=Homo sapiens GN=BRCA2 PE=1 SV=3	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.8	0.8	0.8	384.2	3418	3418	1	-2	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	+			222	489	True	544	2119	2655	2655	87;88	90	3164;3168	3181
P51826;P51826-2	P51826;P51826-2	1;1	1;1	1;1	AF4/FMR2 family member 3	AFF3	>sp|P51826|AFF3_HUMAN AF4/FMR2 family member 3 OS=Homo sapiens GN=AFF3 PE=1 SV=2;>sp|P51826-2|AFF3_HUMAN Isoform 2 of AF4/FMR2 family member 3 OS=Homo sapiens GN=AFF3	2	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.8	0.8	0.8	133.47	1226	1226;1251	1	-2	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	+			223	683	True	756	2855	3482	3482	249		515	
